"","property_no","property_address","total rates","lv","cv","rate_yr","assessment_number","rate area (ha)","qv category","suburb"
"35559",16785,"Maxwell Cross Rd~WHANGANUI",2282.93,590000,634000,"25_26","1282014402",72.2881,"Pastoral","Whanganui Rural"
"35560",16786,"Wainui Beach Rd~WHANGANUI",694.07,275000,297000,"25_26","1282014403",38.4246,"Pastoral","Whanganui Rural"
"35561",16789,"182 Kainui Rd~WHANGANUI",6892.42,2360000,2670000,"25_26","1295009300",271.6452,"Pastoral","Whanganui Rural"
"35562",16791,"78 Kauangaroa Rd~WHANGANUI",2838.82,260000,7e+05,"25_26","1304012600",0.3403,"Residential","Whanganui Rural"
"35563",16792,"7 Kauangaroa Rd~WHANGANUI",2177.28,175000,2e+05,"25_26","1304008400",0.2016,"Other","Whanganui Rural"
"35564",16800,"Te Komai Rd~WHANGANUI",1082.09,117000,117000,"25_26","1292021100",67.4206,"Forestry","Whanganui Rural"
"35565",16803,"182 Morikau Rd~WHANGANUI",1045.74,99000,105500,"25_26","1292008500",19.1214,"Pastoral","Whanganui Rural"
"35566",16804,"78 Morikau Rd~WHANGANUI",1082.97,55000,55900,"25_26","1292008501",0.8093,"Residential","Whanganui Rural"
"35567",16806,"Otaranoho Rd~WHANGANUI",8721.89,3224000,3296000,"25_26","1292000100",689.989,"Pastoral","Whanganui Rural"
"35568",16807,"549 No 3 Line~WHANGANUI",2774.02,520000,870000,"25_26","1301003400",6.8111,"Lifestyle","Whanganui Rural"
"35569",16808,"7 Tirimoana Pl~WHANGANUI",5616.6,510000,680000,"25_26","1318516100",0.1791,"Residential","St Johns/Otamatea"
"35570",16809,"12 Pickwick Rd~WHANGANUI",3638.18,375000,910000,"25_26","1318507700",0.505,"Residential","St Johns/Otamatea"
"35571",16810,"207 Great North Rd~WHANGANUI",4434.14,320000,560000,"25_26","1318503500",0.1107,"Residential","St Johns/Otamatea"
"35572",16811,"11 Riverbank Rd~WHANGANUI",3627.49,330000,930000,"25_26","1299011000",0.1296,"Residential","Whanganui Rural"
"35573",16813,"9 Riverbank Rd~WHANGANUI",3584.08,315000,1e+06,"25_26","1299011001",0.081,"Residential","Whanganui Rural"
"35574",16814,"108 Fox Rd~WHANGANUI",8965.81,1130000,1520000,"25_26","1288069900",0.8663,"Residential","Whanganui Rural"
"35575",16816,"100 Fox Rd~WHANGANUI",6200.04,870000,1170000,"25_26","1288069901",0.8336,"Residential","Whanganui Rural"
"35576",16818,"31 Wikitoria Rd~WHANGANUI",3881.93,560000,930000,"25_26","1308005900",2.3443,"Lifestyle","Bastia/Durie Hills Putiki"
"35577",16819,"102 Fox Rd~WHANGANUI",7664.09,1130000,1520000,"25_26","1288069902",0.8432,"Residential","Whanganui Rural"
"35578",16820,"105 Putiki Dr~WHANGANUI",3545.34,420000,8e+05,"25_26","1308001700",1.8744,"Lifestyle","Bastia/Durie Hills Putiki"
"35579",16821,"157A Great North Rd~WHANGANUI",4151.41,520000,1120000,"25_26","1288057300",1.0575,"Lifestyle","Whanganui Rural"
"35580",16823,"193B Great North Rd~WHANGANUI",3898.92,830000,1200000,"25_26","1288053101",5.5948,"Lifestyle","Whanganui Rural"
"35581",16824,"175 Brunswick Rd~WHANGANUI",2545.9,315000,550000,"25_26","1288048900",0.9368,"Residential","Whanganui Rural"
"35582",16825,"9 Westmere Rd~WHANGANUI",2980.68,360000,560000,"25_26","1288044700",0.7965,"Residential","Whanganui Rural"
"35583",16827,"62 Papaiti Rd~WHANGANUI",2270.58,210000,420000,"25_26","1288040500",0.0673,"Residential","Whanganui Rural"
"35584",16829,"250 Brunswick Rd~WHANGANUI",3190.83,550000,1185000,"25_26","1288036300",5.7932,"Lifestyle","Whanganui Rural"
"35585",16830,"208 Tayforth Rd~WHANGANUI",3262.03,380000,1030000,"25_26","1288044702",0.8726,"Residential","Whanganui Rural"
"35586",16835,"290 Kai Iwi Valley Rd~WHANGANUI",1958.7,152000,311000,"25_26","1288015300",0.1011,"Residential","Whanganui Rural"
"35587",16836,"33 Mowhanau Dr~WHANGANUI",3266.12,250000,520000,"25_26","1288011100",0.101,"Residential","Whanganui Rural"
"35588",16837,"24 Koatanui Rd~WHANGANUI",2120.19,380000,425000,"25_26","1288006900",11.2873,"Lifestyle","Whanganui Rural"
"35589",16838,"62 Koatanui Rd~WHANGANUI",3154.47,390000,880000,"25_26","1288006901",1.432,"Lifestyle","Whanganui Rural"
"35590",16840,"157 Tokomaru West Rd~WHANGANUI",2550.39,450000,790000,"25_26","1288006902",7.6,"Lifestyle","Whanganui Rural"
"35591",16844,"195 Pauri Rd~WHANGANUI",400147.53,3080000,85550000,"25_26","1307017700",46.7717,"Other","Whanganui Rural"
"35592",16845,"145 Holmwood Rd~WHANGANUI",11540.82,2990000,3720000,"25_26","1307013500",164.8022,"Pastoral","Whanganui Rural"
"35593",16849,"5 Airport Rd~WHANGANUI",45772.69,1640000,17700000,"25_26","1307009302",25.7125,"Other","Whanganui Rural"
"35594",16851,"49 Marybank Rd~WHANGANUI",3289.99,255000,550000,"25_26","1307000901",0.0804,"Residential","Whanganui Rural"
"35595",16852,"51 Marybank Rd~WHANGANUI",3354.47,255000,715000,"25_26","1307000902",0.0804,"Residential","Whanganui Rural"
"35596",16853,"53 Marybank Rd~WHANGANUI",3336.89,255000,670000,"25_26","1307000903",0.0804,"Residential","Whanganui Rural"
"35597",16855,"Bushy Park Rd~WHANGANUI",1257.38,508000,527000,"25_26","1282035500",11.1567,"Lifestyle","Whanganui Rural"
"35598",16857,"225 Bushy Park Rd~WHANGANUI",2360,440000,640000,"25_26","1282031300",9.5707,"Lifestyle","Whanganui Rural"
"35599",16858,"198 Bushy Park Rd~WHANGANUI",3129.96,4e+05,960000,"25_26","1282031301",3.6247,"Lifestyle","Whanganui Rural"
"35600",16859,"1669 State Highway 3 North~WHANGANUI",2515.68,2e+05,720000,"25_26","1282022900",0.2023,"Residential","Whanganui Rural"
"35601",16860,"Pakaraka Rd~WHANGANUI",9314.95,3452000,3648500,"25_26","1282018700",130.8649,"Pastoral","Whanganui Rural"
"35602",16864,"Otamoa Rd~WHANGANUI",3028.98,440000,460000,"25_26","1295017801",77.3,"Forestry","Whanganui Rural"
"35603",16867,"639 No 2 Line~WHANGANUI",2692.31,540000,745000,"25_26","1304004300",22.3905,"Pastoral","Whanganui Rural"
"35604",16871,"111 Portal St~WHANGANUI",2950.17,250000,5e+05,"25_26","1304000101",0.1004,"Residential","Whanganui Rural"
"35605",16872,"Matarawa Valley Rd~WHANGANUI",1460.79,480000,485000,"25_26","1304004303",8.03,"Lifestyle","Whanganui Rural"
"35606",16875,"Whanganui River Rd~WHANGANUI",2018.89,830000,830000,"25_26","1280017900",350.5588,"Forestry","Whanganui Rural"
"35607",16880,"Te Komai Rd~WHANGANUI",1106.75,455000,455000,"25_26","1292021200",191.9095,"Forestry","Whanganui Rural"
"35608",16881,"Whanganui River Rd~WHANGANUI",374.59,154000,154000,"25_26","1292017000",23.0551,"Pastoral","Whanganui Rural"
"35609",16883,"Morikau Rd~WHANGANUI",1076.25,434000,452000,"25_26","1292008600",107.3429,"Pastoral","Whanganui Rural"
"35610",16884,"29 Aorangi Rd~WHANGANUI",1466.37,1e+05,315000,"25_26","1292004400",3.2375,"Lifestyle","Whanganui Rural"
"35611",16885,"618 Otaranoho Rd~WHANGANUI",14431.18,4840000,5770000,"25_26","1292000200",811.8285,"Pastoral","Whanganui Rural"
"35612",16886,"546 Longacre Rd~WHANGANUI",2632.03,410000,840000,"25_26","1301007700",2.4147,"Lifestyle","Whanganui Rural"
"35613",16888,"2 Tirimoana Pl~WHANGANUI",4714.04,320000,680000,"25_26","1318516200",0.0809,"Residential","St Johns/Otamatea"
"35614",16891,"77 Virginia Rd~WHANGANUI",4370.66,290000,550000,"25_26","1318507801",0.0698,"Residential","St Johns/Otamatea"
"35615",16892,"75 Virginia Rd~WHANGANUI",7281.88,580000,1510000,"25_26","1318507802",0.1774,"Residential","St Johns/Otamatea"
"35616",16894,"13 Riverbank Rd~WHANGANUI",3704.54,340000,970000,"25_26","1299011100",0.2031,"Residential","Whanganui Rural"
"35617",16896,"85 Makirikiri Valley Rd~WHANGANUI",2359.38,3e+05,720000,"25_26","1299006900",1.0775,"Lifestyle","Whanganui Rural"
"35618",16897,"1021 Kaiwhaiki Rd~WHANGANUI",2710.25,690000,895000,"25_26","1299002700",52.0022,"Pastoral","Whanganui Rural"
"35619",16899,"2 Kemp St~WHANGANUI",2838.11,186000,441000,"25_26","1308010200",0.144,"Residential","Bastia/Durie Hills Putiki"
"35620",16900,"51 Montgomery Rd~WHANGANUI",4294.95,650000,1e+06,"25_26","1288065800",1.6088,"Lifestyle","Whanganui Rural"
"35621",16901,"37 Wikitoria Rd~WHANGANUI",2858.11,215000,680000,"25_26","1308006000",0.4,"Residential","Bastia/Durie Hills Putiki"
"35622",16902,"Putiki Dr~WHANGANUI",301.95,50000,50000,"25_26","1308001800",0.0832,"Residential","Bastia/Durie Hills Putiki"
"35623",16903,"11 Caversham Rd~WHANGANUI",3968.58,350000,630000,"25_26","1288065801",0.5712,"Residential","Whanganui Rural"
"35624",16904,"109 Putiki Dr~WHANGANUI",27274.82,295000,1325000,"25_26","1308001801",0.607,"Residential","Bastia/Durie Hills Putiki"
"35625",16907,"129 Brunswick Rd~WHANGANUI",2835.18,510000,940000,"25_26","1288049000",5.8977,"Lifestyle","Whanganui Rural"
"35626",16908,"22 Sandcroft Dr~WHANGANUI",3771.37,4e+05,930000,"25_26","1288057402",0.7863,"Residential","Whanganui Rural"
"35627",16911,"60 Papaiti Rd~WHANGANUI",2875.25,330000,790000,"25_26","1288040600",0.7421,"Residential","Whanganui Rural"
"35628",16912,"190 Brunswick Rd~WHANGANUI",2473.09,365000,480000,"25_26","1288049002",3.9749,"Lifestyle","Whanganui Rural"
"35629",16914,"48 Delhi Ave~WHANGANUI",3902.73,320000,570000,"25_26","1288036400",0.8096,"Residential","Whanganui Rural"
"35630",16915,"20 Sandcroft Dr~WHANGANUI",3493.33,435000,1060000,"25_26","1288057405",2.113,"Lifestyle","Whanganui Rural"
"35631",16920,"296 Kai Iwi Valley Rd~WHANGANUI",2524.49,492000,698000,"25_26","1288015400",9.7402,"Lifestyle","Whanganui Rural"
"35632",16921,"31 Mowhanau Dr~WHANGANUI",3532.5,3e+05,5e+05,"25_26","1288011200",0.0445,"Residential","Whanganui Rural"
"35633",16922,"1254 Brunswick Rd~WHANGANUI",4433.55,7e+05,1390000,"25_26","1288007000",10.5843,"Lifestyle","Whanganui Rural"
"35634",16923,"655 Tokomaru East Rd~WHANGANUI",4940.26,8e+05,860000,"25_26","1288002800",219.8197,"Forestry","Whanganui Rural"
"35635",16925,"2883A - 2883C Mangamahu Rd~WHANGANUI",12976.03,4510000,5060000,"25_26","1298006100",641.8314,"Pastoral","Whanganui Rural"
"35636",16926,"1103 Whangaehu Valley Rd~WHANGANUI",9345.68,2810000,3295000,"25_26","1298006101",403.7936,"Pastoral","Whanganui Rural"
"35637",16927,"Whangaehu Valley Rd~WHANGANUI",194.55,30000,205000,"25_26","1298006102",2.0108,"Pastoral","Whanganui Rural"
"35638",16929,"113 Holmwood Rd~WHANGANUI",2752.76,4e+05,840000,"25_26","1307013600",4.3833,"Lifestyle","Whanganui Rural"
"35639",16932,"Hewitts Rd~WHANGANUI",1159.77,118000,122000,"25_26","1307005200",5.3595,"Pastoral","Whanganui Rural"
"35640",16935,"Bushy Park Rd~WHANGANUI",4016.48,1290000,1361000,"25_26","1282031400",77.6836,"Pastoral","Whanganui Rural"
"35641",16936,"222 Maxwell Station Rd~WHANGANUI",19543.92,5960000,6580000,"25_26","1282027200",179.9811,"Pastoral","Whanganui Rural"
"35642",16937,"1667 State Highway 3 North~WHANGANUI",345,180000,235000,"25_26","1282023000",0.2023,"Other","Whanganui Rural"
"35643",16938,"Junction Rd~WHANGANUI",4818.83,790000,830000,"25_26","1282002000",158.0807,"Forestry","Whanganui Rural"
"35644",16942,"Fields Trk~WHANGANUI",562.44,227000,236000,"25_26","1295009500",53.1555,"Pastoral","Whanganui Rural"
"35645",16944,"1160 No 2 Line~WHANGANUI",2767.6,265000,920000,"25_26","1304012800",0.3735,"Residential","Whanganui Rural"
"35646",16945,"336 Warrengate Rd~WHANGANUI",12435.97,3780000,5220000,"25_26","1304008600",108.4039,"Pastoral","Whanganui Rural"
"35647",16947,"90 No 2 Line~WHANGANUI",1451.97,588000,607000,"25_26","1304000200",21.7822,"Pastoral","Whanganui Rural"
"35648",16948,"64 No 2 Line~WHANGANUI",3062.72,290000,6e+05,"25_26","1304000201",0.4047,"Residential","Whanganui Rural"
"35649",16949,"86 No 2 Line~WHANGANUI",2757.58,290000,515000,"25_26","1304000202",0.4046,"Residential","Whanganui Rural"
"35650",16950,"Kauarapaoa Rd~WHANGANUI",1418.6,245000,267000,"25_26","1280026400",19.2225,"Pastoral","Whanganui Rural"
"35651",16952,"Whanganui River Rd~WHANGANUI",4427.95,1811000,1831000,"25_26","1280018000",536.602,"Pastoral","Whanganui Rural"
"35652",16953,"627 Whanganui River Rd~WHANGANUI",2962.08,83000,713000,"25_26","1292029700",2.1926,"Lifestyle","Whanganui Rural"
"35653",16956,"Te Komai Rd~WHANGANUI",1026.15,94000,94000,"25_26","1292021300",43.5492,"Forestry","Whanganui Rural"
"35654",16961,"182 Aorangi Rd~WHANGANUI",1336.43,199000,247000,"25_26","1292004500",40.0457,"Pastoral","Whanganui Rural"
"35655",16963,"554 No 3 Line~WHANGANUI",2522.96,340000,7e+05,"25_26","1301003600",1.0873,"Lifestyle","Whanganui Rural"
"35656",16964,"572 No 3 Line~WHANGANUI",2401.95,255000,540000,"25_26","1301003601",0.1348,"Residential","Whanganui Rural"
"35657",16965,"546 No 3 Line~WHANGANUI",2382.28,245000,630000,"25_26","1301003602",0.0854,"Residential","Whanganui Rural"
"35658",16966,"532 No 3 Line~WHANGANUI",2794.53,435000,1020000,"25_26","1301003603",2.3022,"Lifestyle","Whanganui Rural"
"35659",16967,"4 Tirimoana Pl~WHANGANUI",4457.55,320000,580000,"25_26","1318516300",0.0809,"Residential","St Johns/Otamatea"
"35660",16969,"81 Virginia Rd~WHANGANUI",6179.82,570000,880000,"25_26","1318507900",0.2028,"Residential","St Johns/Otamatea"
"35661",16970,"211 Great North Rd~WHANGANUI",4151.41,520000,1120000,"25_26","1318503700",1.4548,"Lifestyle","St Johns/Otamatea"
"35662",16971,"211A Great North Rd~WHANGANUI",3701.47,405000,760000,"25_26","1318503701",0.5185,"Residential","St Johns/Otamatea"
"35663",16972,"15 Riverbank Rd~WHANGANUI",3610.85,330000,9e+05,"25_26","1299011200",0.0824,"Residential","Whanganui Rural"
"35664",16974,"21 Riverbank Rd~WHANGANUI",3693.44,340000,950000,"25_26","1299011201",0.2051,"Residential","Whanganui Rural"
"35665",16976,"17 Riverbank Rd~WHANGANUI",4015.27,340000,1530000,"25_26","1299011202",0.2122,"Residential","Whanganui Rural"
"35666",16978,"4 Kemp St~WHANGANUI",3672.53,195000,495000,"25_26","1308010300",0.0652,"Residential","Bastia/Durie Hills Putiki"
"35667",16980,"39 Wikitoria Rd~WHANGANUI",2648.88,190000,550000,"25_26","1308006100",0.0933,"Residential","Bastia/Durie Hills Putiki"
"35668",16981,"6 Kemp St~WHANGANUI",3739.61,195000,470000,"25_26","1308010301",0.065,"Residential","Bastia/Durie Hills Putiki"
"35669",16983,"111 Putiki Dr~WHANGANUI",2816.55,181000,446000,"25_26","1308001900",0.2352,"Residential","Bastia/Durie Hills Putiki"
"35670",16984,"8 Kemp St~WHANGANUI",3363.5,160000,395000,"25_26","1308010302",0.0652,"Residential","Bastia/Durie Hills Putiki"
"35671",16985,"10 Kemp St~WHANGANUI",1804.91,1e+05,1e+05,"25_26","1308010303",0.0651,"Residential","Bastia/Durie Hills Putiki"
"35672",16986,"15B Caversham Rd~WHANGANUI",3271.48,450000,7e+05,"25_26","1288065902",1.1442,"Lifestyle","Whanganui Rural"
"35673",16987,"17 Caversham Rd~WHANGANUI",3551.4,470000,1050000,"25_26","1288065903",1.4937,"Lifestyle","Whanganui Rural"
"35674",16988,"12 Kemp St~WHANGANUI",3356.22,1e+05,570000,"25_26","1308010304",0.0651,"Residential","Bastia/Durie Hills Putiki"
"35675",16991,"6 Caversham Rd~WHANGANUI",3847.46,510000,1200000,"25_26","1288065904",2.0625,"Lifestyle","Whanganui Rural"
"35676",16996,"70 Papaiti Rd~WHANGANUI",3157.16,410000,1140000,"25_26","1288040700",1.4966,"Lifestyle","Whanganui Rural"
"35677",16997,"53 Delhi Ave~WHANGANUI",3351.81,330000,790000,"25_26","1288036500",0.736,"Residential","Whanganui Rural"
"35678",16999,"41 Delhi Ave~WHANGANUI",5178.25,590000,980000,"25_26","1288036501",1.8049,"Lifestyle","Whanganui Rural"
"35679",17001,"71 Delhi Ave~WHANGANUI",4529.45,890000,1445000,"25_26","1288036502",5.7006,"Lifestyle","Whanganui Rural"
"35680",17002,"321 Rapanui Rd~WHANGANUI",3312.75,570000,960000,"25_26","1288028100",4.0469,"Lifestyle","Whanganui Rural"
"35681",17003,"State Highway 3 North~WHANGANUI",1756.78,225000,231500,"25_26","1288023900",3.2175,"Pastoral","Whanganui Rural"
"35682",17005,"Kai Iwi Valley Rd~WHANGANUI",661.74,265000,280000,"25_26","1288015500",12.5453,"Pastoral","Whanganui Rural"
"35683",17006,"35 Mowhanau Dr~WHANGANUI",3677.35,320000,590000,"25_26","1288011300",0.1055,"Residential","Whanganui Rural"
"35684",17007,"Koatanui Rd~WHANGANUI",2291.34,3e+05,306000,"25_26","1288007100",10.466,"Forestry","Whanganui Rural"
"35685",17008,"746 Tokomaru East Rd~WHANGANUI",2132.78,3e+05,6e+05,"25_26","1288002900",2.283,"Lifestyle","Whanganui Rural"
"35686",17011,"2271A Mangamahu Rd~WHANGANUI",9393.04,3160000,3600000,"25_26","1298006200",379.1904,"Pastoral","Whanganui Rural"
"35687",17012,"55 Kowhai St~WHANGANUI",9681.55,3420000,3530000,"25_26","1298006201",483.4004,"Pastoral","Whanganui Rural"
"35688",17018,"23 Marybank Rd~WHANGANUI",3321.25,255000,630000,"25_26","1307001101",0.085,"Residential","Whanganui Rural"
"35689",17019,"25 Marybank Rd~WHANGANUI",3262.51,245000,620000,"25_26","1307001102",0.0841,"Residential","Whanganui Rural"
"35690",17022,"1663 State Highway 3 North~WHANGANUI",2435.56,2e+05,515000,"25_26","1282023100",0.2023,"Residential","Whanganui Rural"
"35691",17023,"Junction Rd~WHANGANUI",818.22,5500,5500,"25_26","1282002100",1.1129,"Forestry","Whanganui Rural"
"35692",17027,"236 Warrengate Rd~WHANGANUI",15534.29,5800000,6350000,"25_26","1304008700",305.1873,"Pastoral","Whanganui Rural"
"35693",17028,"150 Matarawa Rd~WHANGANUI",4029.06,450000,1150000,"25_26","1304004500",4.0947,"Lifestyle","Whanganui Rural"
"35694",17031,"16 No 2 Line~WHANGANUI",3027.2,260000,540000,"25_26","1304000300",0.2023,"Residential","Whanganui Rural"
"35695",17032,"6 No 2 Line~WHANGANUI",4002.34,290000,7e+05,"25_26","1304000301",0.4047,"Residential","Whanganui Rural"
"35696",17035,"10 No 2 Line~WHANGANUI",4048.11,250000,475000,"25_26","1304000302",0.105,"Residential","Whanganui Rural"
"35697",17036,"22 No 2 Line~WHANGANUI",2774,250000,475000,"25_26","1304000303",0.1012,"Residential","Whanganui Rural"
"35698",17037,"12 No 2 Line~WHANGANUI",3512.65,290000,530000,"25_26","1304000304",0.3501,"Residential","Whanganui Rural"
"35699",17039,"14 No 2 Line~WHANGANUI",3865.57,260000,750000,"25_26","1304000306",0.2023,"Residential","Whanganui Rural"
"35700",17042,"615 Whanganui River Rd~WHANGANUI",563.06,151000,164000,"25_26","1292029800",4.8239,"Lifestyle","Whanganui Rural"
"35701",17043,"Whanganui River Rd~WHANGANUI",4207.73,1402000,1402000,"25_26","1280005500",364.6066,"Forestry","Whanganui Rural"
"35702",17049,"202 Aorangi Rd~WHANGANUI",1405.27,232000,270000,"25_26","1292004600",39.9627,"Pastoral","Whanganui Rural"
"35703",17050,"Otaranoho Rd~WHANGANUI",661.75,269000,275500,"25_26","1292000400",35.9866,"Pastoral","Whanganui Rural"
"35704",17051,"721 Kaukatea Valley Rd~WHANGANUI",6276.82,1980000,2560000,"25_26","1301007900",210.4789,"Pastoral","Whanganui Rural"
"35705",17053,"11 Te Anaua St~WHANGANUI",2592.68,150000,4e+05,"25_26","1308007200A",0,"Residential","Bastia/Durie Hills Putiki"
"35706",17054,"2B Wikitoria Rd~WHANGANUI",2013.23,150000,425000,"25_26","1308007200B",0,"Residential","Bastia/Durie Hills Putiki"
"35707",17056,"6 Tirimoana Pl~WHANGANUI",4576.45,320000,580000,"25_26","1318516400",0.0809,"Residential","St Johns/Otamatea"
"35708",17057,"3 Turere Pl~WHANGANUI",4754.73,350000,590000,"25_26","1318512200",0.1014,"Residential","St Johns/Otamatea"
"35709",17058,"83 Virginia Rd~WHANGANUI",7403.16,710000,1080000,"25_26","1318508000",0.2588,"Residential","St Johns/Otamatea"
"35710",17059,"213 Great North Rd~WHANGANUI",3571.03,345000,680000,"25_26","1318503800",0.2496,"Residential","St Johns/Otamatea"
"35711",17060,"25 Riverbank Rd~WHANGANUI",3180.63,290000,520000,"25_26","1299011300",0.0587,"Residential","Whanganui Rural"
"35712",17062,"27 Riverbank Rd~WHANGANUI",4005.51,405000,870000,"25_26","1299011301",0.451,"Residential","Whanganui Rural"
"35713",17063,"1081 Kaiwhaiki Rd~WHANGANUI",1725.73,303000,311500,"25_26","1299002900",7.8668,"Lifestyle","Whanganui Rural"
"35714",17064,"29 Riverbank Rd~WHANGANUI",3599.1,340000,780000,"25_26","1299011302",0.2762,"Residential","Whanganui Rural"
"35715",17066,"23 Riverbank Rd~WHANGANUI",3610.85,330000,9e+05,"25_26","1299011303",0.1048,"Residential","Whanganui Rural"
"35716",17069,"1 Caversham Rd~WHANGANUI",3098.11,320000,7e+05,"25_26","1288066000",0.2974,"Residential","Whanganui Rural"
"35717",17070,"41 - 45 Wikitoria Rd~WHANGANUI",2555.64,6e+05,620000,"25_26","1308006200",2.9841,"Lifestyle","Bastia/Durie Hills Putiki"
"35718",17071,"113 Putiki Dr~WHANGANUI",3201.79,185000,295000,"25_26","1308002000",0.1012,"Residential","Bastia/Durie Hills Putiki"
"35719",17072,"115 Putiki Dr~WHANGANUI",3301.34,190000,425000,"25_26","1308002001",0.1024,"Residential","Bastia/Durie Hills Putiki"
"35720",17074,"117 Putiki Dr~WHANGANUI",2648.88,190000,550000,"25_26","1308002002",0.1249,"Residential","Bastia/Durie Hills Putiki"
